eventId,familyId,userId,challengeId,category,mode,durationType,progressType,deviceType,eventDate,day_index,weekday,notificationTime,completionTime,completed,personalPoints,familyPoints,energyKwh
evt_01726,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,163,3,21:15:00,21:45:00,1,5,5,0.0
evt_01727,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,13,0,21:30:00,22:00:00,1,6,12,0.0
evt_01728,fam_1,user_4,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,133,0,21:40:00,22:00:00,1,8,8,0.0
evt_01729,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-14,73,3,21:41:00,21:55:00,1,8,16,0.0
evt_01730,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-14,163,2,21:45:00,22:15:00,1,3,6,0.0
evt_01731,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-14,13,0,22:00:00,22:30:00,1,7,7,0.0
evt_01732,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,13,0,22:00:00,22:30:00,1,3,6,0.0
evt_01733,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,73,3,22:00:00,22:15:00,1,5,10,0.0
evt_01734,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-14,73,3,22:00:00,22:30:00,1,6,12,0.0
evt_01735,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,73,3,22:00:00,22:30:00,1,5,10,0.0
evt_01736,fam_1,user_1,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-14,73,3,22:00:00,22:30:00,1,8,8,0.0
evt_01737,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,13,2,22:00:00,22:30:00,1,3,3,0.0
evt_01738,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,73,3,22:00:00,22:30:00,1,5,10,0.0
evt_01739,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,73,3,22:00:00,22:30:00,1,5,5,0.0
evt_01740,fam_2,user_5,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,5,1,22:00:00,22:30:00,1,7,7,0.0
evt_01741,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,13,2,22:00:00,22:30:00,1,4,8,0.0
evt_01742,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-14,13,2,22:15:00,22:45:00,1,7,14,0.0
evt_01743,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-14,163,3,22:45:00,23:15:00,1,5,10,0.0
evt_01744,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,103,5,22:58:00,23:59:00,1,8,8,0.0
evt_01745,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,73,3,23:00:00,23:30:00,1,5,10,0.0
evt_01746,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,73,3,23:00:00,23:30:00,1,2,4,0.0
evt_01747,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,163,2,23:00:00,23:30:00,1,6,12,0.0
evt_01748,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-14,163,2,23:00:00,23:30:00,1,5,10,0.0
evt_01749,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,73,3,23:00:00,23:30:00,1,5,10,0.0
evt_01750,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-14,73,3,23:00:00,23:30:00,1,6,6,0.0
evt_01751,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-14,13,3,23:30:00,23:45:00,1,5,10,0.0
evt_01752,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,06:30:00,07:00:00,1,3,5,0.0
evt_01753,fam_1,user_4,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,4,06:30:00,07:00:00,1,4,8,0.0
evt_01754,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,164,3,07:00:00,07:30:00,1,5,10,0.0
evt_01755,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-15,164,3,07:30:00,08:00:00,1,4,8,0.0
evt_01756,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,07:38:00,,0,8,16,0.0
evt_01757,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,08:00:00,08:30:00,1,6,12,0.0
evt_01758,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,08:00:00,08:30:00,1,5,8,0.0
evt_01759,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,164,3,08:15:00,08:45:00,1,6,12,0.0
evt_01760,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,75,4,08:30:00,09:00:00,1,3,6,0.0
evt_01761,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,75,3,08:30:00,09:00:00,1,5,5,0.0
evt_01762,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,1,08:45:00,09:15:00,1,4,4,0.0
evt_01763,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,164,4,09:00:00,09:30:00,1,6,12,0.0
evt_01764,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,14,1,09:00:00,09:30:00,1,4,8,0.0
evt_01765,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,12,3,09:00:00,09:30:00,1,5,10,0.0
evt_01766,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,1,09:00:00,09:30:00,1,4,8,0.0
evt_01767,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,87,4,09:00:00,09:30:00,1,6,6,0.0
evt_01768,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,09:00:00,09:30:00,1,4,8,0.0
evt_01769,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,164,4,09:00:00,09:30:00,1,5,5,0.0
evt_01770,fam_1,user_3,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,44,3,09:00:00,09:45:00,1,6,12,0.0
evt_01771,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,09:15:00,09:45:00,1,5,5,0.0
evt_01772,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,09:15:00,09:45:00,1,5,10,0.0
evt_01773,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,134,1,09:18:00,,0,2,2,0.0
evt_01774,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,44,2,09:29:00,10:29:00,1,2,4,0.0
evt_01775,fam_1,user_3,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,0,3,09:30:00,10:00:00,1,4,8,0.0
evt_01776,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,09:30:00,10:00:00,1,5,5,0.0
evt_01777,fam_1,user_4,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,164,3,09:38:00,,0,2,6,0.0
evt_01778,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,4,09:45:00,10:15:00,1,6,12,0.0
evt_01779,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,164,3,09:45:00,10:15:00,1,4,8,0.0
evt_01780,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,1,09:45:00,10:15:00,1,4,8,0.0
evt_01781,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,10:00:00,10:30:00,1,6,6,0.0
evt_01782,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,88,2,10:00:00,10:30:00,1,5,10,0.0
evt_01783,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,10:00:00,10:30:00,1,8,16,0.0
evt_01784,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,10:00:00,10:30:00,1,5,10,0.0
evt_01785,fam_1,user_4,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,88,4,10:00:00,10:45:00,1,6,12,0.0
evt_01786,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,14,1,10:15:00,10:45:00,1,4,4,0.0
evt_01787,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,44,3,10:30:00,11:00:00,1,3,6,0.0
evt_01788,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,10:30:00,11:00:00,1,4,8,0.0
evt_01789,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,5,6,11:00:00,11:30:00,1,4,8,0.0
evt_01790,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,25,3,11:00:00,11:30:00,1,4,8,0.0
evt_01791,fam_1,user_3,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,11:00:00,11:30:00,1,3,6,0.0
evt_01792,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,11:00:00,11:30:00,1,4,8,0.0
evt_01793,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,11:00:00,11:30:00,1,6,12,0.0
evt_01794,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,11:00:00,11:30:00,1,4,8,0.0
evt_01795,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,164,4,11:00:00,11:30:00,1,6,12,0.0
evt_01796,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,4,11:00:00,11:30:00,1,8,16,0.0
evt_01797,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,1,11:00:00,11:30:00,1,4,8,0.0
evt_01798,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,11:00:00,11:30:00,1,6,6,0.0
evt_01799,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,14,1,11:15:00,11:45:00,1,8,16,0.0
evt_01800,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,11:30:00,12:00:00,1,6,12,0.0
evt_01801,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,11:30:00,12:00:00,1,4,8,0.0
evt_01802,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,11:45:00,12:15:00,1,8,16,0.0
evt_01803,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,11:45:00,12:15:00,1,8,8,0.0
evt_01804,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,164,3,11:55:00,12:25:00,1,4,8,0.0
evt_01805,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,164,3,12:00:00,12:30:00,1,5,10,0.0
evt_01806,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,12:00:00,12:30:00,1,4,4,0.0
evt_01807,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,0,4,12:00:00,12:30:00,1,6,6,0.0
evt_01808,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,4,12:00:00,12:30:00,1,5,5,0.0
evt_01809,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,12:00:00,12:30:00,1,6,6,0.0
evt_01810,fam_1,user_1,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,12:00:00,12:30:00,1,7,14,0.0
evt_01811,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,0,3,12:00:00,12:30:00,1,4,8,0.0
evt_01812,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,10,3,12:00:00,12:30:00,1,4,4,0.0
evt_01813,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-15,164,3,12:00:00,12:30:00,1,5,10,0.0
evt_01814,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,87,4,12:00:00,12:30:00,1,8,8,0.0
evt_01815,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,12:30:00,13:00:00,1,6,8,0.0
evt_01816,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,13,5,12:30:00,12:50:00,1,7,7,0.0
evt_01817,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,12:30:00,13:00:00,1,5,10,0.0
evt_01818,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,12:30:00,13:00:00,1,7,14,0.0
evt_01819,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,1,12:30:00,13:00:00,1,6,12,0.0
evt_01820,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,44,2,12:45:00,13:03:00,1,2,4,0.0
evt_01821,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,44,3,13:00:00,13:30:00,1,5,10,0.0
evt_01822,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,66,3,13:00:00,13:30:00,1,6,12,0.0
evt_01823,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,1,13:15:00,13:45:00,1,4,4,0.0
evt_01824,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,104,6,13:30:00,14:24:00,1,8,8,0.0
evt_01825,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,13:30:00,14:00:00,1,6,12,0.0
evt_01826,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,13:30:00,14:00:00,1,4,8,0.0
evt_01827,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,85,4,13:30:00,14:00:00,1,6,12,0.0
evt_01828,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,44,2,13:30:00,14:00:00,1,3,6,0.0
evt_01829,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,1,14:00:00,14:30:00,1,3,6,0.0
evt_01830,fam_1,user_4,daily_water_2,health,daily,short,counter,none,2025-10-15,90,5,14:00:00,14:30:00,1,8,8,0.0
evt_01831,fam_2,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,3,14:00:00,14:30:00,1,6,12,0.0
evt_01832,fam_1,user_3,daily_water_2,health,daily,short,counter,none,2025-10-15,14,3,14:00:00,14:30:00,1,4,8,0.0
evt_01833,fam_2,user_3,daily_water_2,health,daily,short,counter,none,2025-10-15,74,0,14:00:00,14:15:00,1,6,12,0.0
evt_01834,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,14:00:00,14:30:00,1,6,12,0.0
evt_01835,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,14:15:00,14:45:00,1,6,12,0.0
evt_01836,fam_1,user_3,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,14:15:00,14:45:00,1,9,9,0.0
evt_01837,fam_1,user_4,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,14:20:00,14:50:00,1,6,6,0.0
evt_01838,fam_1,user_3,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,14:22:00,14:54:00,1,3,6,0.0
evt_01839,fam_1,user_1,daily_water_2,health,daily,short,counter,none,2025-10-15,14,0,14:23:00,15:14:00,1,8,16,0.0
evt_01840,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,14:25:00,14:55:00,1,7,14,0.0
evt_01841,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,5,14:30:00,14:50:00,1,6,6,0.0
evt_01842,fam_1,user_3,daily_water_2,health,daily,short,counter,none,2025-10-15,75,2,14:30:00,15:00:00,1,7,8,0.0
evt_01843,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,14:50:00,15:05:00,1,6,6,0.0
evt_01844,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,164,3,15:00:00,15:30:00,1,4,4,0.0
evt_01845,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,15:00:00,15:30:00,1,6,6,0.0
evt_01846,fam_1,user_3,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,14,3,15:00:00,15:30:00,1,7,7,0.0
evt_01847,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,14,3,15:00:00,15:30:00,1,6,12,0.0
evt_01848,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,4,15:00:00,15:30:00,1,6,12,0.0
evt_01849,fam_1,user_3,daily_water_2,health,daily,short,counter,none,2025-10-15,14,3,15:00:00,15:30:00,1,2,4,0.0
evt_01850,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,15:30:00,16:00:00,1,6,12,0.0
evt_01851,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,13,1,15:45:00,16:15:00,1,6,6,0.0
evt_01852,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,1,16:00:00,16:30:00,1,6,12,0.0
evt_01853,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,3,16:00:00,16:30:00,1,4,8,0.0
evt_01854,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,16:00:00,16:30:00,1,4,8,0.0
evt_01855,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,4,16:00:00,16:30:00,1,8,16,0.0
evt_01856,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,16:10:00,16:40:00,1,4,8,0.0
evt_01857,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,2,16:30:00,17:00:00,1,6,12,0.0
evt_01858,fam_1,user_4,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,39,4,17:00:00,17:30:00,1,4,8,0.0
evt_01859,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,17:00:00,17:45:00,1,6,6,0.0
evt_01860,fam_1,user_4,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,5,17:00:00,17:30:00,1,6,12,0.0
evt_01861,fam_1,user_3,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,104,4,17:00:00,17:30:00,1,5,5,0.0
evt_01862,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,44,4,17:10:00,17:40:00,1,8,16,0.0
evt_01863,fam_1,user_4,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,134,1,17:22:00,,0,2,4,0.0
evt_01864,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,17:30:00,18:00:00,1,7,14,0.0
evt_01865,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,17:45:00,18:15:00,1,3,6,0.0
evt_01866,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,5,18:00:00,18:45:00,1,4,4,0.0
evt_01867,fam_1,user_4,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,18:00:00,18:30:00,1,8,16,0.0
evt_01868,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,18:15:00,18:45:00,1,3,6,0.0
evt_01869,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,0,19:29:00,21:24:00,1,6,6,0.0
evt_01870,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,104,6,19:33:00,20:19:00,1,6,6,0.0
evt_01871,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,4,20:00:00,,0,8,8,0.0
evt_01872,fam_1,user_1,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,43,4,20:00:00,20:45:00,1,3,6,0.0
evt_01873,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,164,3,20:00:00,20:30:00,1,7,14,0.0
evt_01874,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,164,3,20:20:00,20:50:00,1,3,6,0.0
evt_01875,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,104,6,20:30:00,20:50:00,1,4,8,0.0
evt_01876,fam_1,user_1,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,20:59:00,21:19:00,1,4,8,0.0
evt_01877,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,164,3,21:00:00,21:30:00,1,5,5,0.0
evt_01878,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,4,21:00:00,21:30:00,1,5,10,0.0
evt_01879,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,1,21:00:00,21:30:00,1,5,10,0.0
evt_01880,fam_1,user_1,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,164,3,21:00:00,21:30:00,1,4,8,0.0
evt_01881,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,14,1,21:00:00,21:20:00,1,6,6,0.0
evt_01882,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,21:00:00,21:30:00,1,3,5,0.0
evt_01883,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,21:00:00,21:30:00,1,7,14,0.0
evt_01884,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,74,4,21:10:00,21:40:00,1,2,4,0.0
evt_01885,fam_1,user_3,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,21:15:00,21:45:00,1,3,6,0.0
evt_01886,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,21:15:00,21:45:00,1,5,5,0.0
evt_01887,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,21:45:00,22:15:00,1,5,5,0.0
evt_01888,fam_1,user_3,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,3,22:00:00,22:30:00,1,3,6,0.0
evt_01889,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,164,3,22:00:00,22:30:00,1,7,14,0.0
evt_01890,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,22:00:00,22:30:00,1,4,4,0.0
evt_01891,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,14,1,22:00:00,22:30:00,1,3,3,0.0
evt_01892,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,14,1,22:00:00,22:30:00,1,6,12,0.0
evt_01893,fam_1,user_3,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,22:00:00,22:30:00,1,7,14,0.0
evt_01894,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,22:00:00,22:30:00,1,5,10,0.0
evt_01895,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,164,4,22:00:00,22:30:00,1,4,4,0.0
evt_01896,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,22:00:00,22:30:00,1,5,5,0.0
evt_01897,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,22:00:00,22:30:00,1,5,10,0.0
evt_01898,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,22:10:00,22:40:00,1,4,8,0.0
evt_01899,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,22:15:00,22:45:00,1,7,14,0.0
evt_01900,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,22:15:00,22:45:00,1,2,2,0.0
evt_01901,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,1,22:15:00,22:45:00,1,5,10,0.0
evt_01902,fam_1,user_3,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,14,3,22:30:00,23:00:00,1,4,4,0.0
evt_01903,fam_1,user_2,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,74,4,22:30:00,23:00:00,1,3,7,0.0
evt_01904,fam_1,user_3,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,3,22:30:00,23:00:00,1,5,5,0.0
evt_01905,fam_1,user_3,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,164,3,22:42:00,,0,4,12,0.0
evt_01906,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,14,1,23:00:00,23:30:00,1,8,8,0.0
evt_01907,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,1,23:00:00,23:30:00,1,4,8,0.0
evt_01908,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,23:00:00,23:45:00,1,4,8,0.0
evt_01909,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,23:00:00,23:30:00,1,7,14,0.0
evt_01910,fam_1,user_3,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,14,3,23:00:00,23:30:00,1,4,4,0.0
evt_01911,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,23:00:00,23:30:00,1,6,12,0.0
evt_01912,fam_1,user_2,daily_robot_clean,cleaning,daily,short,device,robot_vacuum,2025-10-15,164,4,23:00:00,23:30:00,1,9,18,0.0
evt_01913,fam_1,user_2,speed_laundry_in,laundry,speed,short,device,washer,2025-10-15,74,4,23:00:00,23:30:00,1,6,6,0.0
evt_01914,fam_2,user_6,daily_water_2,health,daily,short,counter,none,2025-10-15,6,2,23:00:00,23:30:00,1,4,4,0.0
evt_01915,fam_1,user_3,speed_dishwasher,dishwashing,speed,short,device,dishwasher,2025-10-15,14,3,23:00:00,23:30:00,1,3,6,0.0
evt_01916,fam_1,user_2,daily_water_2,health,daily,short,counter,none,2025-10-15,74,4,23:15:00,23:45:00,1,6,6,0.0
